sentence,label
"'s the element of condescension , as the filmmakers look down on their working-class subjects from their lofty perch , that finally makes sex with strangers , which opens today in the new york metropolitan area , so distasteful",0
the film retains ambiguities that make it well worth watching .,1
wit and hoopla,1
old-fashioned scary movie,1
disappointing in comparison to other recent war movies ... or any other john woo flick for that matter,0
"sex ironically has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler .",0
what makes it interesting as a character study is the fact that the story is told from paul 's perspective,1
", despite many talky , slow scenes",0
"has rewards , from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes .",1
this predictable romantic comedy should get a pink slip,0
"sitting in the third row of the imax cinema at sydney 's darling harbour , but i sometimes felt as though i was in the tiny two seater plane that carried the giant camera around australia , sweeping and gliding , banking and hovering over some of the most not",1
greatest,1
a sentimental hybrid that could benefit from the spice of specificity .,1
we never really get inside of them .,0
is n't very interesting,0
an inspired portrait of male-ridden angst and,1
for this illuminating comedy,1
with humor and poignancy,1
while the frequent allusions to gurus and doshas will strike some westerners as verging on mumbo-jumbo,0
a fine job of updating white 's dry wit to a new age,1
authentic feel,1
"is the gabbiest giant-screen movie ever , bogging down in a barrage of hype .",0
"its weighty themes are too grave for youngsters , but the story is too steeped in fairy tales and other childish things to appeal much to teenagers .",0
"they presume their audience wo n't sit still for a sociology lesson , however entertainingly presented , so they trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes .",0
that it is instead a cheap clich,0
does n't put you off,1
", the movie grows boring despite the scenery .",0
the movie 's set,1
refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original,1
it 's so fascinating you wo n't be able to look away for a second .,1
sad but endearing characters do extremely unconventional things,1
so bleak,0
"beneath the uncanny , inevitable and seemingly shrewd facade of movie-biz farce ... lies a plot cobbled together from largely flat and uncreative moments .",0
easy jokes and insults,0
who loves both dance and cinema,1
"an incredibly heavy-handed , manipulative dud that feels all too familiar .",0
how very bad a motion picture can truly be,0
school experience that plays better only for the film 's publicists or for people who take as many drugs as the film 's characters,0
tub-thumpingly loud it makes you feel like a chump,0
entirely infantile,0
a winning comedy,1
so interesting,1
works its way up to merely bad rather than painfully awful,0
"the stars may be college kids , but the subject matter is as adult as you can get",1
"give shapiro , goldman , and bolado credit for good intentions",1
on a string of exotic locales,1
jackass '' fan,1
the pool drowned me in boredom .,0
"works spectacularly well ... a shiver-inducing , nerve-rattling ride",1
of the double-cross that made mamet 's `` house of games '' and last fall 's `` heist '' so much fun,1
a convincing impersonation here of a director enjoying himself immensely,1
bore that tends to hammer home every one of its points .,0
its elegantly colorful look and,1
"are we dealing with dreams , visions or being told what actually happened as if it were the third ending of clue ?",0
a walk to remember a niche hit,1
"tuck everlasting falls victim to that everlasting conundrum experienced by every human who ever lived : too much to do , too little time to do it in .",0
is an overwhelming sadness that feels as if it has made its way into your very bloodstream .,1
"truly , truly bad movie",0
a breadth of vision,1
"as the mediterranean sparkles , ` swept away ' sinks .",0
"the cleverness , the weirdness and",1
gorgeous and,1
carrying,1
this film always keeping the balance between the fantastic and the believable,1
"was amused and entertained by the unfolding of bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise",1
"a moving , if uneven , success .",1
its otherwise comic narrative,1
creative animation work,1
's just not very smart,0
darkly funny and,1
brave and sweetly rendered love story .,1
sentimental cliches,0
what 's invigorating about it is that it does n't give a damn .,1
all its brilliant touches,1
"a china shop , a provocateur crashing into ideas and special-interest groups as he slaps together his own brand of liberalism",1
coal is n't as easy to come by as it used to be and this would be a worthy substitute for naughty children 's stockings .,0
guts and crazy beasts stalking men with guns though ... you will likely enjoy this monster .,1
one of the most genuinely sweet films to come along in quite some time,1
above run-of-the-filth gangster flicks,1
"even on its own ludicrous terms , the sum of all fears generates little narrative momentum , and invites unflattering comparisons to other installments in the ryan series .",0
is particularly impressive .,1
falls down in its attempts to humanize its subject,0
liking,1
dusty,0
"to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers",0
"i 'm not sure which half of dragonfly is worse : the part where nothing 's happening , or the part where something 's happening , but it 's stupid",0
a bit of a cheat in the end,0
embodies the transformation of his character,1
foul substances,0
the filmmakers ' eye for detail and,1
mired in a shabby script that piles layer upon layer of action man clich atop wooden dialogue and a shifting tone that falls far short of the peculiarly moral amorality of ( woo 's ) best work,0
